"","idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","psppsgva","cptppola","trstprl","trstlgl","trstsci","vote","happy","wkhtot","agepnt","gndr","region"
"5398",25925,"HU",60,4,60,6,8,2,1,7,7,7,"Yes",8,40,68,"Male","HU321"
"5399",25964,"HU",30,5,60,4,6,1,1,4,8,10,"Yes",6,40,82,"Female","HU231"
"5400",25980,"HU",60,5,120,4,5,2,3,5,7,7,"Yes",7,40,82,"Female","HU321"
"5401",26014,"HU",60,5,180,8,7,5,5,10,10,10,"Yes",10,40,69,"Female","HU120"
"5402",26028,"HU",40,5,120,8,7,4,4,5,6,6,"No",7,40,48,"Female","HU110"
"5403",26075,"HU",10,5,50,8,3,2,1,4,3,5,"Yes",8,36,67,"Male","HU333"
"5404",26080,"HU",30,5,60,5,0,3,2,5,5,6,"Not eligble",5,40,62,"Female","HU323"
"5405",26082,"HU",60,5,240,5,6,2,1,4,5,8,"Yes",6,40,50,"Male","HU311"
"5406",26095,"HU",10,4,120,7,7,2,2,6,8,5,"Yes",10,40,56,"Female","HU110"
"5407",26141,"HU",85,5,120,1,9,1,1,0,5,7,"Not eligble",10,40,37,"Male","HU311"
"5408",26142,"HU",30,5,120,8,4,3,1,3,1,5,"Yes",6,40,71,"Male","HU223"
"5409",26143,"HU",30,5,600,7,7,1,1,4,6,5,"Yes",8,40,61,"Male","HU120"
"5410",26247,"HU",90,5,240,5,5,2,1,9,9,10,"Yes",9,45,56,"Male","HU120"
"5411",26422,"HU",5,5,120,8,8,3,2,8,8,7,"No",10,40,57,"Female","HU110"
"5412",26426,"HU",10,5,150,5,6,1,1,4,6,8,"No",8,40,71,"Male","HU211"
"5413",26515,"HU",1045,4,20,7,7,2,2,9,9,9,"No",8,40,61,"Female","HU211"
"5414",26527,"HU",30,5,300,1,1,2,2,1,2,2,"Yes",8,40,65,"Female","HU110"
"5415",26576,"HU",180,5,180,7,8,1,1,6,7,10,"Not eligble",7,40,45,"Female","HU331"
"5416",26598,"HU",30,5,50,1,3,1,2,1,1,5,"Yes",8,40,63,"Male","HU312"
"5417",26778,"HU",90,5,210,10,10,2,4,6,8,8,"Yes",10,40,58,"Male","HU233"
"5418",26811,"HU",30,5,60,5,5,2,1,3,7,10,"Yes",7,48,72,"Female","HU213"
"5419",26837,"HU",25,5,60,0,2,2,1,4,4,4,"No",4,40,65,"Male","HU323"
"5420",26973,"HU",90,4,160,6,4,2,2,5,6,7,"Yes",7,40,64,"Male","HU322"
"5421",26978,"HU",15,5,240,5,5,1,1,5,5,5,"No",7,40,49,"Female","HU332"
"5422",26989,"HU",15,5,120,4,5,1,4,5,4,6,"Yes",10,40,55,"Female","HU110"
"5423",26999,"HU",60,5,240,8,8,1,1,1,3,5,"Yes",8,55,73,"Male","HU110"
"5424",27006,"HU",30,4,30,9,8,4,4,9,6,6,"Yes",10,40,61,"Female","HU110"
"5425",27080,"HU",60,5,120,0,5,1,1,5,7,7,"Yes",8,40,69,"Female","HU221"
"5426",27098,"HU",15,5,30,4,5,1,1,5,6,8,"Yes",8,45,71,"Female","HU323"
"5427",27111,"HU",10,5,300,4,4,1,1,3,5,5,"Yes",7,40,52,"Male","HU211"
"5428",27153,"HU",30,5,120,10,10,3,2,7,9,8,"Yes",8,40,71,"Female","HU110"
"5429",27187,"HU",0,5,120,2,7,1,1,10,10,10,"Yes",6,30,60,"Female","HU313"
"5430",27219,"HU",50,4,100,6,5,3,2,4,6,9,"Yes",7,40,74,"Female","HU110"
"5431",27265,"HU",30,4,120,2,3,1,1,5,4,9,"Yes",2,40,65,"Female","HU323"
"5432",27269,"HU",10,5,300,4,5,1,1,3,2,3,"No",7,45,70,"Female","HU120"
"5433",27349,"HU",10,5,60,6,7,2,2,5,5,7,"No",10,40,62,"Female","HU110"
"5434",27369,"HU",10,5,480,0,5,2,1,0,0,5,"No",7,40,48,"Female","HU323"
"5435",27374,"HU",50,5,260,0,8,1,1,5,1,8,"Yes",4,40,71,"Female","HU311"
"5436",27377,"HU",30,5,120,5,6,3,1,3,6,5,"Yes",7,40,62,"Female","HU222"
"5437",27434,"HU",80,5,210,4,5,3,3,4,6,6,"Yes",7,45,72,"Male","HU110"
"5438",27458,"HU",20,5,90,7,4,3,2,7,7,5,"Yes",9,36,72,"Female","HU333"
"5439",27478,"HU",20,5,360,7,7,3,4,7,8,8,"Yes",7,50,59,"Female","HU322"
"5440",27481,"HU",637,5,120,5,6,2,1,4,6,4,"Yes",4,45,61,"Male","HU321"
"5441",27534,"HU",20,4,100,2,2,3,2,5,6,3,"Yes",2,40,75,"Female","HU110"
"5442",27576,"HU",5,5,120,6,3,2,2,5,4,8,"No",7,55,48,"Male","HU323"
"5443",27631,"HU",20,5,180,7,7,1,1,0,5,7,"No",7,40,52,"Female","HU212"
"5444",27662,"HU",30,5,180,5,6,2,2,8,8,6,"No",5,40,62,"Female","HU331"
"5445",27767,"HU",30,5,300,8,8,2,1,3,4,6,"Yes",9,50,58,"Female","HU120"
"5446",27777,"HU",485,5,180,5,5,1,1,0,1,2,"No",6,40,62,"Female","HU120"
"5447",27863,"HU",40,5,120,6,5,2,4,7,5,6,"Yes",7,40,72,"Female","HU110"
"5448",27889,"HU",20,5,360,2,0,1,1,2,2,6,"No",6,40,69,"Female","HU120"
"5449",27914,"HU",0,4,180,5,6,2,1,6,6,7,"Yes",7,40,56,"Female","HU332"
"5450",50018,"IE",240,4,20,7,7,3,2,6,7,7,"Yes",7,43,89,"Female","IE061"
"5451",50113,"IE",240,4,60,5,7,1,1,0,0,0,"Yes",8,40,70,"Male","IE063"
"5452",50142,"IE",90,5,150,5,5,2,2,3,1,3,"Yes",7,30,90,"Male","IE062"
"5453",50173,"IE",0,5,450,6,5,3,2,6,6,10,"Not eligble",7,30,61,"Male","IE061"
"5454",50204,"IE",270,5,840,8,8,4,3,6,8,9,"Not eligble",9,45,79,"Male","IE061"
"5455",50251,"IE",60,5,300,1,8,2,1,0,0,5,"No",9,39,64,"Female","IE061"
"5456",50253,"IE",90,5,285,1,2,4,3,3,1,5,"Not eligble",5,0,42,"Male","IE062"
"5457",50392,"IE",45,5,240,8,8,2,2,6,7,8,"Yes",4,36,56,"Female","IE063"
"5458",50407,"IE",60,5,120,7,3,3,1,4,3,8,"Yes",8,37,68,"Male","IE061"
"5459",50412,"IE",60,4,60,1,8,2,3,0,0,0,"Yes",10,50,76,"Male","IE063"
"5460",50482,"IE",0,5,360,7,7,2,2,9,7,10,"Not eligble",9,40,65,"Male","IE061"
"5461",50604,"IE",30,5,600,8,7,2,4,4,5,6,"Not eligble",8,70,52,"Male","IE052"
"5462",50670,"IE",180,5,300,9,8,2,3,1,1,9,"Yes",5,35,65,"Female","IE063"
"5463",50675,"IE",210,5,150,5,5,2,2,3,5,10,"Yes",3,10,78,"Male","IE062"
"5464",50691,"IE",90,5,480,8,8,1,1,6,8,8,"Yes",8,0,78,"Female","IE061"
"5465",50846,"IE",30,5,150,6,4,4,2,2,2,5,"Yes",8,35,70,"Male","IE042"
"5466",50972,"IE",210,5,720,5,5,3,1,4,2,10,"Yes",5,39,54,"Female","IE061"
"5467",51002,"IE",10,5,180,6,6,3,2,4,4,9,"No",9,40,75,"Female","IE041"
"5468",51163,"IE",45,5,270,6,8,2,3,6,8,8,"No",8,38,51,"Male","IE053"
"5469",51663,"IE",40,5,600,8,6,4,3,6,7,9,"Yes",9,50,64,"Male","IE061"
"5470",51700,"IE",5,5,600,6,4,3,2,5,8,10,"No",9,35,60,"Male","IE052"
"5471",51725,"IE",60,5,480,7,5,2,2,4,3,7,"Yes",7,48,53,"Male","IE053"
"5472",51744,"IE",45,5,120,3,2,2,1,6,4,6,"Yes",7,39,62,"Male","IE061"
"5473",51861,"IE",10,5,180,9,9,1,1,8,8,8,"Yes",7,30,87,"Female","IE053"
"5474",51865,"IE",0,5,180,3,8,2,3,3,7,8,"Yes",10,39,83,"Male","IE053"
"5475",51928,"IE",30,5,630,10,8,3,3,5,6,9,"Not eligble",9,40,60,"Male","IE061"
"5476",52077,"IE",60,5,540,8,6,2,1,3,6,7,"Yes",8,55,76,"Female","IE062"
"5477",52142,"IE",180,5,900,4,7,3,4,8,7,10,"Yes",9,48,64,"Male","IE062"
"5478",52202,"IE",120,4,180,5,5,1,1,5,5,7,"Not eligble",6,19,76,"Female","IE041"
"5479",52208,"IE",30,5,210,8,6,1,1,0,6,6,"No",10,30,62,"Female","IE051"
"5480",52223,"IE",20,5,240,6,8,4,4,5,7,6,"Yes",9,39,68,"Female","IE051"
"5481",52230,"IE",20,4,45,6,6,1,2,4,4,4,"Yes",8,35,55,"Female","IE053"
"5482",52379,"IE",0,5,540,2,3,2,1,2,4,6,"No",7,16,70,"Female","IE062"
"5483",52466,"IE",20,5,480,7,6,3,3,7,6,6,"Yes",7,39,78,"Female","IE041"
"5484",52521,"IE",30,5,240,7,6,2,4,2,3,4,"Yes",5,38,73,"Female","IE053"
"5485",52616,"IE",60,5,480,8,9,2,2,9,9,9,"No",9,45,65,"Male","IE062"
"5486",52727,"IE",120,5,90,10,10,2,2,9,8,6,"Yes",7,39,72,"Male","IE042"
"5487",52888,"IE",60,5,600,7,8,3,3,7,7,6,"Yes",9,50,82,"Male","IE041"
"5488",53036,"IE",90,4,150,7,7,3,1,5,10,10,"Yes",6,38,72,"Female","IE053"
"5489",53111,"IE",15,5,960,5,5,1,2,5,6,6,"Not eligble",8,50,54,"Male","IE061"
"5490",53120,"IE",30,5,180,6,8,1,2,0,0,8,"Yes",7,20,72,"Female","IE061"
"5491",53319,"IE",1200,5,140,8,7,3,3,7,7,7,"Yes",7,26,78,"Female","IE041"
"5492",53434,"IE",45,5,480,7,6,1,4,5,6,8,"No",7,40,80,"Female","IE061"
"5493",53440,"IE",60,5,600,8,8,3,3,7,9,10,"Yes",9,45,78,"Male","IE061"
"5494",53446,"IE",30,5,150,2,5,1,2,2,2,2,"Yes",8,40,75,"Female","IE062"
"5495",53555,"IE",0,5,540,6,6,2,3,6,6,6,"Yes",8,35,85,"Male","IE061"
"5496",53582,"IE",70,5,130,8,7,3,3,6,5,4,"Yes",8,19,78,"Female","IE041"
"5497",53639,"IE",30,5,240,5,5,1,3,5,5,10,"Yes",8,37,76,"Male","IE061"
"5498",53880,"IE",60,5,40,3,4,2,3,2,1,8,"Yes",6,40,86,"Male","IE061"
"5499",53886,"IE",120,5,240,8,8,3,4,6,7,10,"Yes",8,25,90,"Female","IE062"
"5500",54007,"IE",15,5,540,1,3,3,2,7,4,9,"Yes",9,21,74,"Female","IE062"
"5501",54017,"IE",150,5,720,5,5,2,1,2,4,10,"Yes",7,16,75,"Male","IE052"
"5502",54055,"IE",20,5,520,7,9,3,2,7,8,7,"No",6,38,76,"Male","IE041"
"5503",54105,"IE",15,5,270,6,10,1,1,5,0,10,"Yes",6,20,59,"Female","IE051"
"5504",54169,"IE",5,5,300,5,8,1,1,7,7,5,"Not eligble",10,45,60,"Female","IE042"
"5505",54683,"IE",0,5,720,6,6,1,1,0,5,6,"No",8,35,54,"Female","IE052"
"5506",54748,"IE",30,5,720,7,7,2,2,4,3,8,"No",9,39,76,"Female","IE042"
"5507",54832,"IE",120,5,480,6,6,1,4,7,7,10,"Not eligble",8,36,84,"Male","IE061"
"5508",54928,"IE",0,5,600,5,5,3,3,5,5,9,"Yes",8,38,56,"Female","IE061"
"5509",55072,"IE",20,5,45,7,5,1,2,1,1,6,"No",8,40,72,"Female","IE063"
"5510",55075,"IE",0,5,540,5,8,2,1,8,8,8,"Yes",10,40,69,"Female","IE051"
"5511",55083,"IE",30,4,30,7,8,3,2,7,8,9,"Yes",10,36,70,"Female","IE053"
"5512",55105,"IE",15,5,120,5,5,1,2,6,6,8,"Yes",6,35,64,"Female","IE062"
"5513",55197,"IE",30,5,510,8,9,4,1,6,8,8,"Yes",9,40,74,"Male","IE042"
"5514",55201,"IE",90,5,120,8,6,3,4,4,9,8,"Yes",8,20,71,"Male","IE042"
"5515",55219,"IE",60,5,180,5,6,3,1,4,5,7,"No",5,15,76,"Female","IE053"
"5516",55242,"IE",20,5,180,6,4,3,3,8,6,8,"Not eligble",7,42,78,"Female","IE041"
"5517",55363,"IE",60,5,420,4,8,1,3,6,5,8,"Yes",9,42,62,"Male","IE061"
"5518",55471,"IE",90,5,600,1,5,2,3,2,3,9,"Yes",8,44,64,"Female","IE062"
"5519",55473,"IE",30,5,180,7,8,2,1,4,8,10,"Yes",7,26,73,"Female","IE061"
"5520",55493,"IE",10,5,210,5,4,1,1,0,4,7,"No",8,16,61,"Female","IE051"
"5521",55502,"IE",0,5,600,5,5,2,2,8,8,8,"Yes",10,45,74,"Male","IE051"
"5522",55558,"IE",60,4,30,7,8,2,2,7,9,10,"Yes",8,25,80,"Female","IE051"
"5523",55565,"IE",60,5,480,6,6,3,2,8,8,9,"Yes",7,26,70,"Female","IE061"
"5524",55613,"IE",90,5,540,8,8,3,2,7,8,9,"Yes",7,12,85,"Female","IE061"
"5525",55649,"IE",120,5,240,8,10,3,5,8,7,9,"Yes",9,22,71,"Female","IE053"
"5526",55680,"IE",60,5,600,6,4,4,3,8,7,8,"Yes",7,50,72,"Male","IE061"
"5527",55710,"IE",240,5,240,3,6,3,4,2,5,10,"Yes",7,20,85,"Male","IE042"
"5528",55717,"IE",360,5,720,9,9,1,1,7,8,8,"Yes",9,15,90,"Male","IE061"
"5529",55765,"IE",0,5,960,9,8,1,1,3,8,8,"Not eligble",9,43,74,"Male","IE053"
"5530",55790,"IE",0,4,120,7,7,3,3,3,9,6,"Yes",8,14,90,"Female","IE052"
"5531",55812,"IE",120,5,720,6,8,4,3,7,7,8,"Yes",8,37,75,"Female","IE062"
"5532",55961,"IE",180,5,120,3,4,1,1,5,5,6,"Yes",2,45,73,"Male","IE042"
"5533",56003,"IE",30,5,540,7,8,2,2,6,4,9,"Yes",6,38,81,"Female","IE062"
"5534",56013,"IE",45,5,200,3,4,1,2,5,5,7,"Yes",9,60,65,"Male","IE053"
"5535",56041,"IE",120,5,180,7,7,3,2,6,7,7,"Yes",9,50,70,"Male","IE061"
"5536",56133,"IE",120,5,360,8,7,3,3,8,8,8,"Yes",9,60,68,"Male","IE041"
"5537",56175,"IE",180,5,360,8,8,2,2,9,9,8,"Yes",9,35,64,"Male","IE061"
"5538",56205,"IE",60,5,450,6,3,3,1,6,4,9,"Yes",10,52,47,"Female","IE061"
"5539",56326,"IE",60,5,90,9,7,3,2,7,8,8,"Yes",10,0,71,"Female","IE061"
"5540",56374,"IE",60,5,360,9,8,2,1,8,8,9,"Yes",8,10,90,"Male","IE061"
"5541",56534,"IE",70,4,140,8,6,3,2,7,7,9,"Yes",8,41,74,"Male","IE041"
"5542",56717,"IE",180,5,600,3,7,2,4,6,7,10,"Yes",9,30,90,"Male","IE061"
"5543",56780,"IE",0,4,60,0,5,1,1,0,0,2,"Yes",7,40,68,"Male","IE063"
"5544",56978,"IE",120,5,600,8,9,2,2,2,8,9,"No",9,35,73,"Male","IE061"
"5545",56987,"IE",90,5,150,7,8,3,4,6,7,8,"Yes",8,40,83,"Male","IE062"
"5546",57034,"IE",60,5,360,2,7,2,1,7,7,8,"Yes",8,70,61,"Male","IE062"
"5547",57043,"IE",75,5,80,7,8,2,3,6,6,7,"No",9,10,76,"Female","IE053"
"5548",57053,"IE",15,5,60,3,4,2,1,4,9,8,"Yes",10,40,85,"Male","IE051"
"5549",57061,"IE",30,4,60,7,7,3,3,4,5,6,"Yes",7,38,59,"Female","IE063"
"5550",57205,"IE",20,5,240,8,9,1,4,3,5,10,"Yes",8,52,46,"Male","IE061"
"5551",57337,"IE",60,5,840,7,6,5,4,10,10,10,"Yes",9,44,76,"Female","IE041"
"5552",57478,"IE",0,5,180,7,5,1,1,5,5,8,"No",7,15,65,"Female","IE053"
"5553",57486,"IE",10,5,270,7,7,3,1,1,6,5,"Yes",6,38,56,"Male","IE052"
"5554",57495,"IE",60,5,720,3,4,3,1,6,5,8,"Yes",7,24,75,"Female","IE062"
"5555",57539,"IE",150,5,420,6,8,3,4,8,9,9,"Yes",9,31,72,"Male","IE062"
"5556",57644,"IE",0,5,240,7,8,1,1,5,3,7,"No",10,35,82,"Male","IE041"
"5557",57728,"IE",10,5,15,5,3,1,1,5,7,6,"Yes",7,70,75,"Male","IE053"
"5558",57901,"IE",60,5,240,8,8,2,1,5,7,9,"Yes",8,47,73,"Female","IE042"
"5559",58021,"IE",120,5,120,7,7,3,2,4,4,9,"Yes",10,45,68,"Female","IE042"
"5560",58068,"IE",20,5,360,6,6,1,1,7,7,8,"Yes",8,40,60,"Male","IE051"
"5561",58174,"IE",60,5,660,3,4,5,5,10,10,10,"Yes",6,40,75,"Female","IE042"
"5562",58227,"IE",60,5,120,8,8,1,3,0,1,1,"Yes",5,35,81,"Female","IE053"
"5563",58233,"IE",60,5,300,4,10,3,2,0,7,10,"Yes",8,39,75,"Female","IE061"
"5564",58260,"IE",10,5,120,3,4,3,1,6,6,7,"No",7,39,52,"Male","IE052"
"5565",58268,"IE",0,5,240,0,0,2,1,0,0,5,"No",8,30,75,"Male","IE051"
"5566",58328,"IE",60,5,180,4,4,2,2,5,4,6,"Yes",7,5,84,"Female","IE053"
"5567",58329,"IE",0,5,60,4,5,3,5,5,2,6,"Yes",8,60,75,"Male","IE061"
"5568",58420,"IE",0,5,600,6,7,3,2,6,6,8,"Yes",9,40,53,"Female","IE062"
"5569",58474,"IE",30,5,30,7,7,2,3,6,7,7,"Yes",7,48,67,"Male","IE061"
"5570",58492,"IE",60,5,150,5,7,2,1,6,5,8,"Yes",8,25,61,"Female","IE062"
"5571",58523,"IE",15,5,240,7,7,2,1,2,7,6,"No",7,39,63,"Female","IE052"
"5572",58863,"IE",15,5,900,7,5,2,1,2,4,10,"No",8,40,60,"Female","IE061"
"5573",59037,"IE",3,5,480,8,8,1,1,7,8,9,"Yes",8,30,71,"Female","IE042"
"5574",59094,"IE",20,5,480,7,7,3,2,7,7,7,"No",7,43,62,"Male","IE053"
"5575",59152,"IE",20,5,510,8,6,3,4,7,7,10,"No",8,40,62,"Male","IE061"
"5576",59342,"IE",75,5,210,8,9,4,3,7,8,7,"Yes",9,25,55,"Male","IE062"
"5577",59354,"IE",150,5,150,8,8,3,3,8,9,10,"Yes",8,39,75,"Female","IE051"
"5578",59395,"IE",30,5,525,8,7,2,3,8,8,8,"Yes",9,50,76,"Male","IE061"
"5579",59413,"IE",30,5,120,4,5,3,1,5,8,6,"Yes",10,24,85,"Female","IE061"
"5580",59429,"IE",10,5,330,4,6,1,1,4,5,6,"No",8,37,53,"Female","IE051"
"5581",59522,"IE",30,5,75,2,2,1,2,1,2,1,"Yes",9,15,72,"Female","IE062"
"5582",59550,"IE",300,5,120,8,5,2,2,3,5,8,"Yes",10,32,74,"Female","IE062"
"5583",59604,"IE",10,5,75,8,8,1,1,3,6,8,"Yes",10,19,73,"Female","IE053"
"5584",59776,"IE",120,5,600,1,5,2,1,3,8,8,"Yes",10,40,59,"Male","IE061"
"5585",59828,"IE",20,5,90,4,5,3,2,6,8,8,"Yes",8,40,53,"Female","IE041"
"5586",59894,"IE",120,5,30,1,7,3,3,8,8,7,"Yes",9,38,75,"Male","IE052"
"5587",59973,"IE",120,5,240,2,2,2,2,9,9,10,"Yes",8,35,60,"Male","IE061"
"5588",60170,"IE",0,5,270,4,6,3,1,3,0,0,"Yes",8,30,80,"Female","IE061"
"5589",60171,"IE",30,5,600,5,8,2,4,5,7,7,"Yes",10,65,68,"Male","IE062"
"5590",60241,"IE",30,5,150,5,2,1,2,4,4,5,"Yes",10,20,76,"Female","IE062"
"5591",60280,"IE",60,5,60,5,6,4,5,3,5,8,"Yes",9,22,64,"Male","IE051"
"5592",60444,"IE",30,5,420,7,7,3,2,4,6,10,"Yes",8,42,75,"Male","IE062"
"5593",60561,"IE",90,5,480,9,8,1,1,7,7,7,"Yes",7,16,79,"Male","IE051"
"5594",60612,"IE",60,4,300,6,6,2,2,1,5,7,"Yes",8,18,52,"Female","IE042"
"5595",60663,"IE",30,5,120,7,6,2,3,3,4,10,"Yes",10,25,56,"Female","IE051"
"5596",60707,"IE",60,5,600,0,3,1,2,2,0,0,"No",5,39,74,"Female","IE061"
"5597",60735,"IE",10,5,90,8,8,2,1,0,6,8,"Yes",9,40,75,"Female","IE051"
"5598",60754,"IE",60,5,240,3,4,3,4,8,6,7,"No",8,40,75,"Male","IE062"
"5599",60867,"IE",10,5,420,5,5,2,1,4,4,8,"Yes",9,22,73,"Female","IE053"
"5600",60987,"IE",30,5,420,5,5,2,2,5,8,10,"Not eligble",8,41,54,"Female","IE042"
"5601",61153,"IE",60,4,180,5,8,5,3,7,7,8,"Yes",8,38,81,"Male","IE063"
"5602",61360,"IE",30,5,60,6,6,3,2,7,8,9,"Yes",7,42,62,"Female","IE051"
"5603",61364,"IE",0,5,120,8,7,3,3,6,6,7,"No",8,45,69,"Female","IE063"
"5604",61431,"IE",35,5,320,7,8,3,3,7,7,8,"Not eligble",8,31,71,"Female","IE041"
"5605",61582,"IE",30,5,120,6,7,4,4,9,10,8,"No",9,45,61,"Female","IE061"
"5606",61619,"IE",120,5,720,7,5,3,3,7,7,10,"Yes",9,40,63,"Male","IE062"
"5607",61722,"IE",120,5,180,5,5,2,2,2,5,8,"Yes",7,36,84,"Female","IE061"
"5608",61743,"IE",60,5,180,6,6,3,4,5,6,6,"Yes",8,56,68,"Female","IE041"
"5609",61902,"IE",60,5,570,7,6,4,5,8,9,8,"Yes",10,41,64,"Male","IE062"
"5610",61991,"IE",180,4,120,5,8,2,5,5,2,10,"Yes",8,37,87,"Female","IE061"
"5611",62077,"IE",60,5,360,7,8,3,3,8,7,9,"Yes",8,43,90,"Male","IE041"
"5612",62147,"IE",60,5,300,5,7,3,2,7,8,9,"Not eligble",10,10,47,"Male","IE053"
"5613",62151,"IE",90,5,480,6,7,4,4,9,9,8,"Yes",8,50,71,"Female","IE061"
"5614",62211,"IE",60,5,360,5,3,2,1,5,6,8,"Yes",8,70,79,"Male","IE061"
"5615",62392,"IE",60,4,60,3,7,3,1,5,0,8,"Yes",7,35,80,"Female","IE063"
"5616",62395,"IE",40,5,660,7,7,2,4,3,7,8,"Yes",6,40,62,"Male","IE062"
"5617",62407,"IE",120,5,300,4,4,3,3,6,4,6,"Yes",8,50,49,"Female","IE062"
"5618",62444,"IE",30,5,720,4,8,1,3,9,5,10,"Yes",5,60,84,"Female","IE062"
"5619",62800,"IE",20,5,180,3,5,2,1,6,8,7,"Yes",8,39,78,"Female","IE041"
"5620",62893,"IE",30,5,270,7,6,2,4,1,2,4,"Yes",8,20,72,"Female","IE061"
"5621",62910,"IE",30,5,90,6,7,3,2,4,6,7,"Yes",7,27,73,"Female","IE052"
"5622",63084,"IE",5,5,150,7,7,3,1,7,8,9,"No",7,40,67,"Male","IE052"
"5623",63246,"IE",120,5,720,8,8,3,4,9,10,9,"No",8,50,70,"Male","IE061"
"5624",63462,"IE",60,5,120,8,7,3,1,9,8,10,"Yes",9,60,74,"Male","IE061"
"5625",63604,"IE",150,5,720,5,8,2,2,7,7,7,"No",7,35,70,"Male","IE061"
"5626",63698,"IE",15,5,225,8,8,5,2,5,7,6,"No",6,40,44,"Female","IE052"
"5627",63745,"IE",60,5,660,7,7,3,3,8,9,8,"Yes",9,45,71,"Male","IE061"
"5628",63868,"IE",10,5,480,6,6,1,1,2,5,0,"Yes",6,16,53,"Female","IE052"
"5629",64056,"IE",60,5,45,7,6,3,3,8,8,9,"Yes",8,30,64,"Female","IE042"
"5630",64105,"IE",60,5,120,7,8,3,3,7,7,9,"Yes",9,40,74,"Female","IE061"
"5631",64218,"IE",240,5,480,8,7,3,4,6,8,9,"Yes",7,42,90,"Male","IE061"
"5632",64274,"IE",70,5,210,8,9,2,4,6,8,9,"No",9,15,44,"Female","IE053"
"5633",64395,"IE",20,5,540,8,4,3,3,8,8,8,"Yes",8,40,54,"Female","IE051"
"5634",64435,"IE",0,5,150,7,7,1,1,0,0,0,"Yes",8,25,70,"Female","IE042"
"5635",64546,"IE",30,5,180,4,6,3,4,8,8,9,"No",8,39,75,"Male","IE042"
"5636",64567,"IE",60,5,480,5,8,3,2,7,7,9,"Yes",10,37,73,"Female","IE041"
"5637",64708,"IE",30,5,510,2,5,2,3,3,6,5,"Yes",8,60,57,"Male","IE041"
"5638",64804,"IE",60,5,120,8,8,2,2,6,2,9,"No",4,48,76,"Male","IE053"
"5639",64872,"IE",10,5,75,2,3,2,1,1,6,4,"Yes",5,25,80,"Female","IE053"
"5640",64949,"IE",30,5,90,5,5,1,1,5,8,3,"No",8,20,74,"Female","IE042"
"5641",64963,"IE",480,5,480,5,5,3,3,5,8,7,"Yes",9,50,65,"Female","IE062"
"5642",65059,"IE",5,5,570,7,7,2,3,6,8,9,"Yes",8,48,60,"Male","IE062"
"5643",65084,"IE",0,5,480,5,5,2,2,1,2,10,"Yes",8,38,62,"Male","IE061"
"5644",65114,"IE",10,5,240,7,4,2,1,0,4,8,"No",8,40,48,"Male","IE052"
"5645",65157,"IE",5,5,240,0,5,2,3,0,0,1,"Not eligble",9,39,44,"Male","IE053"
"5646",65178,"IE",30,5,180,7,7,5,4,5,9,10,"Yes",9,43,69,"Male","IE051"
"5647",65223,"IE",30,5,420,7,7,3,2,4,7,6,"Yes",7,40,71,"Female","IE061"
"5648",65357,"IE",0,5,660,7,5,4,1,8,8,10,"Not eligble",10,40,57,"Male","IE061"
"5649",65395,"IE",30,4,480,7,5,5,1,4,5,6,"Yes",8,40,70,"Male","IE042"
"5650",65411,"IE",30,5,720,6,8,1,3,1,5,7,"No",8,39,56,"Male","IE061"
"5651",65540,"IE",60,5,360,3,6,3,5,7,8,8,"Yes",8,20,73,"Female","IE061"
"5652",65645,"IE",15,5,420,5,5,3,3,7,7,9,"Not eligble",8,40,54,"Female","IE062"
"5653",65669,"IE",180,5,300,5,5,2,2,5,3,8,"Yes",9,46,76,"Male","IE062"
"5654",65792,"IE",30,4,180,8,9,3,3,7,9,10,"No",9,50,68,"Male","IE062"
"5655",65899,"IE",90,5,240,6,7,2,2,3,4,6,"Yes",10,37,62,"Female","IE042"
"5656",65934,"IE",105,5,120,4,7,1,3,3,8,7,"Yes",7,39,67,"Female","IE051"
"5657",65941,"IE",30,4,30,6,6,2,3,7,7,9,"Yes",7,39,64,"Female","IE053"
"5658",66014,"IE",60,5,240,4,7,2,1,2,7,9,"Yes",6,42,61,"Male","IE041"
"5659",66092,"IE",180,5,180,6,7,2,3,6,8,7,"Not eligble",6,40,76,"Male","IE061"
"5660",66178,"IE",60,5,300,7,7,2,3,7,7,10,"Not eligble",7,65,59,"Female","IE061"
"5661",66207,"IE",75,5,180,10,10,2,1,5,6,10,"Yes",8,65,75,"Male","IE051"
"5662",66229,"IE",0,5,840,7,4,3,2,5,6,8,"No",5,42,72,"Male","IE061"
"5663",66243,"IE",30,5,360,4,6,2,2,3,6,9,"Yes",5,35,72,"Female","IE051"
"5664",66282,"IE",120,5,300,8,6,2,4,6,8,8,"No",8,45,70,"Male","IE061"
"5665",66298,"IE",180,5,240,6,7,2,5,8,8,8,"Not eligble",6,44,50,"Female","IE052"
"5666",66394,"IE",120,5,600,9,9,3,3,8,8,10,"Not eligble",9,47,72,"Male","IE061"
"5667",66419,"IE",60,5,180,5,5,2,2,4,5,7,"Yes",7,20,71,"Female","IE053"
"5668",66627,"IE",60,5,600,7,7,4,1,7,8,10,"No",6,50,60,"Male","IE062"
"5669",66732,"IE",200,4,140,5,7,3,1,5,5,10,"Yes",7,38,64,"Female","IE053"
"5670",66756,"IE",60,5,840,7,7,2,2,8,8,8,"Yes",8,35,63,"Female","IE053"
"5671",66801,"IE",20,5,90,9,8,2,4,1,1,3,"Yes",8,40,72,"Male","IE042"
